rho,betak1,etai1,Li1,gammai1,etai2,Li2,gammai2,etai3,Li3,gammai3,etai4,Li4,gammai4,etai5,Li5,gammai5,etai6,Li6,gammai6,etai7,Li7,gammai7,etai8,Li8,gammai8,etai9,Li9,gammai9,etai10,Li10,gammai10,beta,eta,L,gamma
1.450000e+00,3.104732e-01,9.999998e-01,5.911297e+00,1.691676e-01,9.999998e-01,5.911297e+00,1.691676e-01,9.999998e-01,5.911297e+00,1.691676e-01,9.999998e-01,5.911297e+00,1.691676e-01,9.999998e-01,5.911297e+00,1.691676e-01,9.997675e-01,5.645606e+00,7.083508e-01,9.997675e-01,5.645606e+00,7.083508e-01,9.997675e-01,5.645606e+00,7.083508e-01,9.997675e-01,5.645606e+00,7.083508e-01,9.997675e-01,5.645606e+00,7.083508e-01,3.104732e-01,9.998139e-01,5.778452e+01,4.325613e-01
1.460000e+00,3.151850e-01,9.999998e-01,5.913207e+00,1.691129e-01,9.999998e-01,5.913207e+00,1.691129e-01,9.999998e-01,5.913207e+00,1.691129e-01,9.999998e-01,5.913207e+00,1.691129e-01,9.999998e-01,5.913207e+00,1.691129e-01,9.997874e-01,5.653206e+00,7.074127e-01,9.997874e-01,5.653206e+00,7.074127e-01,9.997874e-01,5.653206e+00,7.074127e-01,9.997874e-01,5.653206e+00,7.074127e-01,9.997874e-01,5.653206e+00,7.074127e-01,3.151850e-01,9.998299e-01,5.783207e+01,4.322126e-01
1.470000e+00,3.198338e-01,9.999998e-01,5.915038e+00,1.690606e-01,9.999998e-01,5.915038e+00,1.690606e-01,9.999998e-01,5.915038e+00,1.690606e-01,9.999998e-01,5.915038e+00,1.690606e-01,9.999998e-01,5.915038e+00,1.690606e-01,9.998054e-01,5.660493e+00,7.065148e-01,9.998054e-01,5.660493e+00,7.065148e-01,9.998054e-01,5.660493e+00,7.065148e-01,9.998054e-01,5.660493e+00,7.065148e-01,9.998054e-01,5.660493e+00,7.065148e-01,3.198338e-01,9.998443e-01,5.787765e+01,4.318784e-01
1.480000e+00,3.244207e-01,9.999998e-01,5.916795e+00,1.690104e-01,9.999998e-01,5.916795e+00,1.690104e-01,9.999998e-01,5.916795e+00,1.690104e-01,9.999998e-01,5.916795e+00,1.690104e-01,9.999998e-01,5.916795e+00,1.690104e-01,9.998217e-01,5.667485e+00,7.056546e-01,9.998217e-01,5.667485e+00,7.056546e-01,9.998217e-01,5.667485e+00,7.056546e-01,9.998217e-01,5.667485e+00,7.056546e-01,9.998217e-01,5.667485e+00,7.056546e-01,3.244207e-01,9.998573e-01,5.792140e+01,4.315578e-01
1.490000e+00,3.289469e-01,9.999998e-01,5.918481e+00,1.689623e-01,9.999998e-01,5.918481e+00,1.689623e-01,9.999998e-01,5.918481e+00,1.689623e-01,9.999998e-01,5.918481e+00,1.689623e-01,9.999998e-01,5.918481e+00,1.689623e-01,9.998364e-01,5.674200e+00,7.048299e-01,9.998364e-01,5.674200e+00,7.048299e-01,9.998364e-01,5.674200e+00,7.048299e-01,9.998364e-01,5.674200e+00,7.048299e-01,9.998364e-01,5.674200e+00,7.048299e-01,3.289469e-01,9.998691e-01,5.796340e+01,4.312502e-01
1.500000e+00,3.334135e-01,9.999999e-01,5.920101e+00,1.689160e-01,9.999999e-01,5.920101e+00,1.689160e-01,9.999999e-01,5.920101e+00,1.689160e-01,9.999999e-01,5.920101e+00,1.689160e-01,9.999999e-01,5.920101e+00,1.689160e-01,9.998497e-01,5.680653e+00,7.040386e-01,9.998497e-01,5.680653e+00,7.040386e-01,9.998497e-01,5.680653e+00,7.040386e-01,9.998497e-01,5.680653e+00,7.040386e-01,9.998497e-01,5.680653e+00,7.040386e-01,3.334135e-01,9.998797e-01,5.800377e+01,4.309546e-01
1.510000e+00,3.378216e-01,9.999999e-01,5.921658e+00,1.688716e-01,9.999999e-01,5.921658e+00,1.688716e-01,9.999999e-01,5.921658e+00,1.688716e-01,9.999999e-01,5.921658e+00,1.688716e-01,9.999999e-01,5.921658e+00,1.688716e-01,9.998618e-01,5.686860e+00,7.032787e-01,9.998618e-01,5.686860e+00,7.032787e-01,9.998618e-01,5.686860e+00,7.032787e-01,9.998618e-01,5.686860e+00,7.032787e-01,9.998618e-01,5.686860e+00,7.032787e-01,3.378216e-01,9.998894e-01,5.804259e+01,4.306706e-01
1.520000e+00,3.421722e-01,9.999999e-01,5.923156e+00,1.688289e-01,9.999999e-01,5.923156e+00,1.688289e-01,9.999999e-01,5.923156e+00,1.688289e-01,9.999999e-01,5.923156e+00,1.688289e-01,9.999999e-01,5.923156e+00,1.688289e-01,9.998728e-01,5.692832e+00,7.025486e-01,9.998728e-01,5.692832e+00,7.025486e-01,9.998728e-01,5.692832e+00,7.025486e-01,9.998728e-01,5.692832e+00,7.025486e-01,9.998728e-01,5.692832e+00,7.025486e-01,3.421722e-01,9.998982e-01,5.807994e+01,4.303974e-01
1.530000e+00,3.464665e-01,9.999999e-01,5.924599e+00,1.687878e-01,9.999999e-01,5.924599e+00,1.687878e-01,9.999999e-01,5.924599e+00,1.687878e-01,9.999999e-01,5.924599e+00,1.687878e-01,9.999999e-01,5.924599e+00,1.687878e-01,9.998828e-01,5.698585e+00,7.018464e-01,9.998828e-01,5.698585e+00,7.018464e-01,9.998828e-01,5.698585e+00,7.018464e-01,9.998828e-01,5.698585e+00,7.018464e-01,9.998828e-01,5.698585e+00,7.018464e-01,3.464665e-01,9.999062e-01,5.811592e+01,4.301344e-01
1.540000e+00,3.507055e-01,9.999999e-01,5.925989e+00,1.687482e-01,9.999999e-01,5.925989e+00,1.687482e-01,9.999999e-01,5.925989e+00,1.687482e-01,9.999999e-01,5.925989e+00,1.687482e-01,9.999999e-01,5.925989e+00,1.687482e-01,9.998919e-01,5.704128e+00,7.011708e-01,9.998919e-01,5.704128e+00,7.011708e-01,9.998919e-01,5.704128e+00,7.011708e-01,9.998919e-01,5.704128e+00,7.011708e-01,9.998919e-01,5.704128e+00,7.011708e-01,3.507055e-01,9.999135e-01,5.815059e+01,4.298811e-01
1.550000e+00,3.548902e-01,9.999999e-01,5.927329e+00,1.687100e-01,9.999999e-01,5.927329e+00,1.687100e-01,9.999999e-01,5.927329e+00,1.687100e-01,9.999999e-01,5.927329e+00,1.687100e-01,9.999999e-01,5.927329e+00,1.687100e-01,9.999002e-01,5.709473e+00,7.005201e-01,9.999002e-01,5.709473e+00,7.005201e-01,9.999002e-01,5.709473e+00,7.005201e-01,9.999002e-01,5.709473e+00,7.005201e-01,9.999002e-01,5.709473e+00,7.005201e-01,3.548902e-01,9.999201e-01,5.818401e+01,4.296370e-01
1.560000e+00,3.590217e-01,9.999999e-01,5.928622e+00,1.686732e-01,9.999999e-01,5.928622e+00,1.686732e-01,9.999999e-01,5.928622e+00,1.686732e-01,9.999999e-01,5.928622e+00,1.686732e-01,9.999999e-01,5.928622e+00,1.686732e-01,9.999078e-01,5.714631e+00,6.998932e-01,9.999078e-01,5.714631e+00,6.998932e-01,9.999078e-01,5.714631e+00,6.998932e-01,9.999078e-01,5.714631e+00,6.998932e-01,9.999078e-01,5.714631e+00,6.998932e-01,3.590217e-01,9.999262e-01,5.821626e+01,4.294016e-01
1.570000e+00,3.631008e-01,9.999999e-01,5.929870e+00,1.686377e-01,9.999999e-01,5.929870e+00,1.686377e-01,9.999999e-01,5.929870e+00,1.686377e-01,9.999999e-01,5.929870e+00,1.686377e-01,9.999999e-01,5.929870e+00,1.686377e-01,9.999147e-01,5.719610e+00,6.992887e-01,9.999147e-01,5.719610e+00,6.992887e-01,9.999147e-01,5.719610e+00,6.992887e-01,9.999147e-01,5.719610e+00,6.992887e-01,9.999147e-01,5.719610e+00,6.992887e-01,3.631008e-01,9.999317e-01,5.824740e+01,4.291744e-01
1.580000e+00,3.671286e-01,9.999999e-01,5.931075e+00,1.686035e-01,9.999999e-01,5.931075e+00,1.686035e-01,9.999999e-01,5.931075e+00,1.686035e-01,9.999999e-01,5.931075e+00,1.686035e-01,9.999999e-01,5.931075e+00,1.686035e-01,9.999210e-01,5.724420e+00,6.987056e-01,9.999210e-01,5.724420e+00,6.987056e-01,9.999210e-01,5.724420e+00,6.987056e-01,9.999210e-01,5.724420e+00,6.987056e-01,9.999210e-01,5.724420e+00,6.987056e-01,3.671286e-01,9.999368e-01,5.827748e+01,4.289551e-01
1.590000e+00,3.711060e-01,9.999999e-01,5.932240e+00,1.685704e-01,9.999999e-01,5.932240e+00,1.685704e-01,9.999999e-01,5.932240e+00,1.685704e-01,9.999999e-01,5.932240e+00,1.685704e-01,9.999999e-01,5.932240e+00,1.685704e-01,9.999268e-01,5.729069e+00,6.981426e-01,9.999268e-01,5.729069e+00,6.981426e-01,9.999268e-01,5.729069e+00,6.981426e-01,9.999268e-01,5.729069e+00,6.981426e-01,9.999268e-01,5.729069e+00,6.981426e-01,3.711060e-01,9.999414e-01,5.830655e+01,4.287432e-01
1.600000e+00,3.750340e-01,9.999999e-01,5.933366e+00,1.685384e-01,9.999999e-01,5.933366e+00,1.685384e-01,9.999999e-01,5.933366e+00,1.685384e-01,9.999999e-01,5.933366e+00,1.685384e-01,9.999999e-01,5.933366e+00,1.685384e-01,9.999321e-01,5.733565e+00,6.975988e-01,9.999321e-01,5.733565e+00,6.975988e-01,9.999321e-01,5.733565e+00,6.975988e-01,9.999321e-01,5.733565e+00,6.975988e-01,9.999321e-01,5.733565e+00,6.975988e-01,3.750340e-01,9.999457e-01,5.833466e+01,4.285384e-01
1.610000e+00,3.789133e-01,1.000000e+00,5.934456e+00,1.685074e-01,1.000000e+00,5.934456e+00,1.685074e-01,1.000000e+00,5.934456e+00,1.685074e-01,1.000000e+00,5.934456e+00,1.685074e-01,1.000000e+00,5.934456e+00,1.685074e-01,9.999369e-01,5.737915e+00,6.970733e-01,9.999369e-01,5.737915e+00,6.970733e-01,9.999369e-01,5.737915e+00,6.970733e-01,9.999369e-01,5.737915e+00,6.970733e-01,9.999369e-01,5.737915e+00,6.970733e-01,3.789133e-01,9.999495e-01,5.836186e+01,4.283404e-01
1.620000e+00,3.827450e-01,1.000000e+00,5.935511e+00,1.684775e-01,1.000000e+00,5.935511e+00,1.684775e-01,1.000000e+00,5.935511e+00,1.684775e-01,1.000000e+00,5.935511e+00,1.684775e-01,1.000000e+00,5.935511e+00,1.684775e-01,9.999414e-01,5.742127e+00,6.965652e-01,9.999414e-01,5.742127e+00,6.965652e-01,9.999414e-01,5.742127e+00,6.965652e-01,9.999414e-01,5.742127e+00,6.965652e-01,9.999414e-01,5.742127e+00,6.965652e-01,3.827450e-01,9.999531e-01,5.838819e+01,4.281487e-01
1.630000e+00,3.865298e-01,1.000000e+00,5.936532e+00,1.684485e-01,1.000000e+00,5.936532e+00,1.684485e-01,1.000000e+00,5.936532e+00,1.684485e-01,1.000000e+00,5.936532e+00,1.684485e-01,1.000000e+00,5.936532e+00,1.684485e-01,9.999455e-01,5.746206e+00,6.960736e-01,9.999455e-01,5.746206e+00,6.960736e-01,9.999455e-01,5.746206e+00,6.960736e-01,9.999455e-01,5.746206e+00,6.960736e-01,9.999455e-01,5.746206e+00,6.960736e-01,3.865298e-01,9.999564e-01,5.841369e+01,4.279632e-01
1.640000e+00,3.902687e-01,1.000000e+00,5.937522e+00,1.684204e-01,1.000000e+00,5.937522e+00,1.684204e-01,1.000000e+00,5.937522e+00,1.684204e-01,1.000000e+00,5.937522e+00,1.684204e-01,1.000000e+00,5.937522e+00,1.684204e-01,9.999493e-01,5.750159e+00,6.955977e-01,9.999493e-01,5.750159e+00,6.955977e-01,9.999493e-01,5.750159e+00,6.955977e-01,9.999493e-01,5.750159e+00,6.955977e-01,9.999493e-01,5.750159e+00,6.955977e-01,3.902687e-01,9.999594e-01,5.843840e+01,4.277835e-01
1.650000e+00,3.939623e-01,1.000000e+00,5.938482e+00,1.683932e-01,1.000000e+00,5.938482e+00,1.683932e-01,1.000000e+00,5.938482e+00,1.683932e-01,1.000000e+00,5.938482e+00,1.683932e-01,1.000000e+00,5.938482e+00,1.683932e-01,9.999527e-01,5.753991e+00,6.951368e-01,9.999527e-01,5.753991e+00,6.951368e-01,9.999527e-01,5.753991e+00,6.951368e-01,9.999527e-01,5.753991e+00,6.951368e-01,9.999527e-01,5.753991e+00,6.951368e-01,3.939623e-01,9.999622e-01,5.846236e+01,4.276094e-01
1.660000e+00,3.976116e-01,1.000000e+00,5.939412e+00,1.683668e-01,1.000000e+00,5.939412e+00,1.683668e-01,1.000000e+00,5.939412e+00,1.683668e-01,1.000000e+00,5.939412e+00,1.683668e-01,1.000000e+00,5.939412e+00,1.683668e-01,9.999559e-01,5.757708e+00,6.946903e-01,9.999559e-01,5.757708e+00,6.946903e-01,9.999559e-01,5.757708e+00,6.946903e-01,9.999559e-01,5.757708e+00,6.946903e-01,9.999559e-01,5.757708e+00,6.946903e-01,3.976116e-01,9.999648e-01,5.848560e+01,4.274406e-01
1.670000e+00,4.012173e-01,1.000000e+00,5.940315e+00,1.683412e-01,1.000000e+00,5.940315e+00,1.683412e-01,1.000000e+00,5.940315e+00,1.683412e-01,1.000000e+00,5.940315e+00,1.683412e-01,1.000000e+00,5.940315e+00,1.683412e-01,9.999589e-01,5.761315e+00,6.942574e-01,9.999589e-01,5.761315e+00,6.942574e-01,9.999589e-01,5.761315e+00,6.942574e-01,9.999589e-01,5.761315e+00,6.942574e-01,9.999589e-01,5.761315e+00,6.942574e-01,4.012173e-01,9.999671e-01,5.850815e+01,4.272768e-01
1.680000e+00,4.047802e-01,1.000000e+00,5.941191e+00,1.683164e-01,1.000000e+00,5.941191e+00,1.683164e-01,1.000000e+00,5.941191e+00,1.683164e-01,1.000000e+00,5.941191e+00,1.683164e-01,1.000000e+00,5.941191e+00,1.683164e-01,9.999616e-01,5.764817e+00,6.938376e-01,9.999616e-01,5.764817e+00,6.938376e-01,9.999616e-01,5.764817e+00,6.938376e-01,9.999616e-01,5.764817e+00,6.938376e-01,9.999616e-01,5.764817e+00,6.938376e-01,4.047802e-01,9.999693e-01,5.853004e+01,4.271180e-01
1.690000e+00,4.083010e-01,1.000000e+00,5.942043e+00,1.682923e-01,1.000000e+00,5.942043e+00,1.682923e-01,1.000000e+00,5.942043e+00,1.682923e-01,1.000000e+00,5.942043e+00,1.682923e-01,1.000000e+00,5.942043e+00,1.682923e-01,9.999641e-01,5.768217e+00,6.934303e-01,9.999641e-01,5.768217e+00,6.934303e-01,9.999641e-01,5.768217e+00,6.934303e-01,9.999641e-01,5.768217e+00,6.934303e-01,9.999641e-01,5.768217e+00,6.934303e-01,4.083010e-01,9.999713e-01,5.855130e+01,4.269637e-01
1.700000e+00,4.117805e-01,1.000000e+00,5.942870e+00,1.682689e-01,1.000000e+00,5.942870e+00,1.682689e-01,1.000000e+00,5.942870e+00,1.682689e-01,1.000000e+00,5.942870e+00,1.682689e-01,1.000000e+00,5.942870e+00,1.682689e-01,9.999665e-01,5.771522e+00,6.930349e-01,9.999665e-01,5.771522e+00,6.930349e-01,9.999665e-01,5.771522e+00,6.930349e-01,9.999665e-01,5.771522e+00,6.930349e-01,9.999665e-01,5.771522e+00,6.930349e-01,4.117805e-01,9.999732e-01,5.857196e+01,4.268140e-01
1.710000e+00,4.152194e-01,1.000000e+00,5.943673e+00,1.682461e-01,1.000000e+00,5.943673e+00,1.682461e-01,1.000000e+00,5.943673e+00,1.682461e-01,1.000000e+00,5.943673e+00,1.682461e-01,1.000000e+00,5.943673e+00,1.682461e-01,9.999686e-01,5.774733e+00,6.926509e-01,9.999686e-01,5.774733e+00,6.926509e-01,9.999686e-01,5.774733e+00,6.926509e-01,9.999686e-01,5.774733e+00,6.926509e-01,9.999686e-01,5.774733e+00,6.926509e-01,4.152194e-01,9.999749e-01,5.859203e+01,4.266685e-01
1.720000e+00,4.186183e-01,1.000000e+00,5.944455e+00,1.682240e-01,1.000000e+00,5.944455e+00,1.682240e-01,1.000000e+00,5.944455e+00,1.682240e-01,1.000000e+00,5.944455e+00,1.682240e-01,1.000000e+00,5.944455e+00,1.682240e-01,9.999706e-01,5.777856e+00,6.922779e-01,9.999706e-01,5.777856e+00,6.922779e-01,9.999706e-01,5.777856e+00,6.922779e-01,9.999706e-01,5.777856e+00,6.922779e-01,9.999706e-01,5.777856e+00,6.922779e-01,4.186183e-01,9.999765e-01,5.861156e+01,4.265270e-01
1.730000e+00,4.219781e-01,1.000000e+00,5.945215e+00,1.682025e-01,1.000000e+00,5.945215e+00,1.682025e-01,1.000000e+00,5.945215e+00,1.682025e-01,1.000000e+00,5.945215e+00,1.682025e-01,1.000000e+00,5.945215e+00,1.682025e-01,9.999725e-01,5.780894e+00,6.919154e-01,9.999725e-01,5.780894e+00,6.919154e-01,9.999725e-01,5.780894e+00,6.919154e-01,9.999725e-01,5.780894e+00,6.919154e-01,9.999725e-01,5.780894e+00,6.919154e-01,4.219781e-01,9.999780e-01,5.863055e+01,4.263895e-01
1.740000e+00,4.252992e-01,1.000000e+00,5.945955e+00,1.681816e-01,1.000000e+00,5.945955e+00,1.681816e-01,1.000000e+00,5.945955e+00,1.681816e-01,1.000000e+00,5.945955e+00,1.681816e-01,1.000000e+00,5.945955e+00,1.681816e-01,9.999742e-01,5.783850e+00,6.915630e-01,9.999742e-01,5.783850e+00,6.915630e-01,9.999742e-01,5.783850e+00,6.915630e-01,9.999742e-01,5.783850e+00,6.915630e-01,9.999742e-01,5.783850e+00,6.915630e-01,4.252992e-01,9.999793e-01,5.864903e+01,4.262557e-01
1.750000e+00,4.285825e-01,1.000000e+00,5.946675e+00,1.681612e-01,1.000000e+00,5.946675e+00,1.681612e-01,1.000000e+00,5.946675e+00,1.681612e-01,1.000000e+00,5.946675e+00,1.681612e-01,1.000000e+00,5.946675e+00,1.681612e-01,9.999758e-01,5.786728e+00,6.912202e-01,9.999758e-01,5.786728e+00,6.912202e-01,9.999758e-01,5.786728e+00,6.912202e-01,9.999758e-01,5.786728e+00,6.912202e-01,9.999758e-01,5.786728e+00,6.912202e-01,4.285825e-01,9.999806e-01,5.866701e+01,4.261256e-01
1.760000e+00,4.318285e-01,1.000000e+00,5.947376e+00,1.681414e-01,1.000000e+00,5.947376e+00,1.681414e-01,1.000000e+00,5.947376e+00,1.681414e-01,1.000000e+00,5.947376e+00,1.681414e-01,1.000000e+00,5.947376e+00,1.681414e-01,9.999772e-01,5.789530e+00,6.908866e-01,9.999772e-01,5.789530e+00,6.908866e-01,9.999772e-01,5.789530e+00,6.908866e-01,9.999772e-01,5.789530e+00,6.908866e-01,9.999772e-01,5.789530e+00,6.908866e-01,4.318285e-01,9.999818e-01,5.868453e+01,4.259989e-01
1.770000e+00,4.350379e-01,1.000000e+00,5.948059e+00,1.681221e-01,1.000000e+00,5.948059e+00,1.681221e-01,1.000000e+00,5.948059e+00,1.681221e-01,1.000000e+00,5.948059e+00,1.681221e-01,1.000000e+00,5.948059e+00,1.681221e-01,9.999786e-01,5.792260e+00,6.905620e-01,9.999786e-01,5.792260e+00,6.905620e-01,9.999786e-01,5.792260e+00,6.905620e-01,9.999786e-01,5.792260e+00,6.905620e-01,9.999786e-01,5.792260e+00,6.905620e-01,4.350379e-01,9.999829e-01,5.870159e+01,4.258755e-01
1.780000e+00,4.382113e-01,1.000000e+00,5.948724e+00,1.681033e-01,1.000000e+00,5.948724e+00,1.681033e-01,1.000000e+00,5.948724e+00,1.681033e-01,1.000000e+00,5.948724e+00,1.681033e-01,1.000000e+00,5.948724e+00,1.681033e-01,9.999799e-01,5.794920e+00,6.902459e-01,9.999799e-01,5.794920e+00,6.902459e-01,9.999799e-01,5.794920e+00,6.902459e-01,9.999799e-01,5.794920e+00,6.902459e-01,9.999799e-01,5.794920e+00,6.902459e-01,4.382113e-01,9.999839e-01,5.871822e+01,4.257554e-01
1.790000e+00,4.413492e-01,1.000000e+00,5.949373e+00,1.680849e-01,1.000000e+00,5.949373e+00,1.680849e-01,1.000000e+00,5.949373e+00,1.680849e-01,1.000000e+00,5.949373e+00,1.680849e-01,1.000000e+00,5.949373e+00,1.680849e-01,9.999811e-01,5.797513e+00,6.899380e-01,9.999811e-01,5.797513e+00,6.899380e-01,9.999811e-01,5.797513e+00,6.899380e-01,9.999811e-01,5.797513e+00,6.899380e-01,9.999811e-01,5.797513e+00,6.899380e-01,4.413492e-01,9.999849e-01,5.873443e+01,4.256383e-01
1.800000e+00,4.444524e-01,1.000000e+00,5.950005e+00,1.680671e-01,1.000000e+00,5.950005e+00,1.680671e-01,1.000000e+00,5.950005e+00,1.680671e-01,1.000000e+00,5.950005e+00,1.680671e-01,1.000000e+00,5.950005e+00,1.680671e-01,9.999822e-01,5.800041e+00,6.896380e-01,9.999822e-01,5.800041e+00,6.896380e-01,9.999822e-01,5.800041e+00,6.896380e-01,9.999822e-01,5.800041e+00,6.896380e-01,9.999822e-01,5.800041e+00,6.896380e-01,4.444524e-01,9.999858e-01,5.875023e+01,4.255242e-01
1.810000e+00,4.475212e-01,1.000000e+00,5.950622e+00,1.680497e-01,1.000000e+00,5.950622e+00,1.680497e-01,1.000000e+00,5.950622e+00,1.680497e-01,1.000000e+00,5.950622e+00,1.680497e-01,1.000000e+00,5.950622e+00,1.680497e-01,9.999832e-01,5.802508e+00,6.893456e-01,9.999832e-01,5.802508e+00,6.893456e-01,9.999832e-01,5.802508e+00,6.893456e-01,9.999832e-01,5.802508e+00,6.893456e-01,9.999832e-01,5.802508e+00,6.893456e-01,4.475212e-01,9.999866e-01,5.876565e+01,4.254129e-01
1.820000e+00,4.505564e-01,1.000000e+00,5.951224e+00,1.680327e-01,1.000000e+00,5.951224e+00,1.680327e-01,1.000000e+00,5.951224e+00,1.680327e-01,1.000000e+00,5.951224e+00,1.680327e-01,1.000000e+00,5.951224e+00,1.680327e-01,9.999842e-01,5.804914e+00,6.890605e-01,9.999842e-01,5.804914e+00,6.890605e-01,9.999842e-01,5.804914e+00,6.890605e-01,9.999842e-01,5.804914e+00,6.890605e-01,9.999842e-01,5.804914e+00,6.890605e-01,4.505564e-01,9.999874e-01,5.878069e+01,4.253044e-01
1.830000e+00,4.535584e-01,1.000000e+00,5.951811e+00,1.680161e-01,1.000000e+00,5.951811e+00,1.680161e-01,1.000000e+00,5.951811e+00,1.680161e-01,1.000000e+00,5.951811e+00,1.680161e-01,1.000000e+00,5.951811e+00,1.680161e-01,9.999851e-01,5.807262e+00,6.887825e-01,9.999851e-01,5.807262e+00,6.887825e-01,9.999851e-01,5.807262e+00,6.887825e-01,9.999851e-01,5.807262e+00,6.887825e-01,9.999851e-01,5.807262e+00,6.887825e-01,4.535584e-01,9.999881e-01,5.879537e+01,4.251985e-01
1.840000e+00,4.565278e-01,1.000000e+00,5.952385e+00,1.679999e-01,1.000000e+00,5.952385e+00,1.679999e-01,1.000000e+00,5.952385e+00,1.679999e-01,1.000000e+00,5.952385e+00,1.679999e-01,1.000000e+00,5.952385e+00,1.679999e-01,9.999859e-01,5.809554e+00,6.885113e-01,9.999859e-01,5.809554e+00,6.885113e-01,9.999859e-01,5.809554e+00,6.885113e-01,9.999859e-01,5.809554e+00,6.885113e-01,9.999859e-01,5.809554e+00,6.885113e-01,4.565278e-01,9.999888e-01,5.880970e+01,4.250952e-01
1.850000e+00,4.594652e-01,1.000000e+00,5.952945e+00,1.679841e-01,1.000000e+00,5.952945e+00,1.679841e-01,1.000000e+00,5.952945e+00,1.679841e-01,1.000000e+00,5.952945e+00,1.679841e-01,1.000000e+00,5.952945e+00,1.679841e-01,9.999867e-01,5.811793e+00,6.882466e-01,9.999867e-01,5.811793e+00,6.882466e-01,9.999867e-01,5.811793e+00,6.882466e-01,9.999867e-01,5.811793e+00,6.882466e-01,9.999867e-01,5.811793e+00,6.882466e-01,4.594652e-01,9.999894e-01,5.882369e+01,4.249943e-01
1.860000e+00,4.623710e-01,1.000000e+00,5.953492e+00,1.679687e-01,1.000000e+00,5.953492e+00,1.679687e-01,1.000000e+00,5.953492e+00,1.679687e-01,1.000000e+00,5.953492e+00,1.679687e-01,1.000000e+00,5.953492e+00,1.679687e-01,9.999875e-01,5.813980e+00,6.879882e-01,9.999875e-01,5.813980e+00,6.879882e-01,9.999875e-01,5.813980e+00,6.879882e-01,9.999875e-01,5.813980e+00,6.879882e-01,9.999875e-01,5.813980e+00,6.879882e-01,4.623710e-01,9.999900e-01,5.883736e+01,4.248959e-01
1.870000e+00,4.652457e-01,1.000000e+00,5.954026e+00,1.679536e-01,1.000000e+00,5.954026e+00,1.679536e-01,1.000000e+00,5.954026e+00,1.679536e-01,1.000000e+00,5.954026e+00,1.679536e-01,1.000000e+00,5.954026e+00,1.679536e-01,9.999882e-01,5.816117e+00,6.877360e-01,9.999882e-01,5.816117e+00,6.877360e-01,9.999882e-01,5.816117e+00,6.877360e-01,9.999882e-01,5.816117e+00,6.877360e-01,9.999882e-01,5.816117e+00,6.877360e-01,4.652457e-01,9.999905e-01,5.885071e+01,4.247997e-01
1.880000e+00,4.680899e-01,1.000000e+00,5.954548e+00,1.679389e-01,1.000000e+00,5.954548e+00,1.679389e-01,1.000000e+00,5.954548e+00,1.679389e-01,1.000000e+00,5.954548e+00,1.679389e-01,1.000000e+00,5.954548e+00,1.679389e-01,9.999888e-01,5.818205e+00,6.874896e-01,9.999888e-01,5.818205e+00,6.874896e-01,9.999888e-01,5.818205e+00,6.874896e-01,9.999888e-01,5.818205e+00,6.874896e-01,9.999888e-01,5.818205e+00,6.874896e-01,4.680899e-01,9.999910e-01,5.886376e+01,4.247057e-01
1.890000e+00,4.709040e-01,1.000000e+00,5.955059e+00,1.679245e-01,1.000000e+00,5.955059e+00,1.679245e-01,1.000000e+00,5.955059e+00,1.679245e-01,1.000000e+00,5.955059e+00,1.679245e-01,1.000000e+00,5.955059e+00,1.679245e-01,9.999894e-01,5.820246e+00,6.872489e-01,9.999894e-01,5.820246e+00,6.872489e-01,9.999894e-01,5.820246e+00,6.872489e-01,9.999894e-01,5.820246e+00,6.872489e-01,9.999894e-01,5.820246e+00,6.872489e-01,4.709040e-01,9.999915e-01,5.887652e+01,4.246139e-01
1.900000e+00,4.736884e-01,1.000000e+00,5.955558e+00,1.679104e-01,1.000000e+00,5.955558e+00,1.679104e-01,1.000000e+00,5.955558e+00,1.679104e-01,1.000000e+00,5.955558e+00,1.679104e-01,1.000000e+00,5.955558e+00,1.679104e-01,9.999900e-01,5.822242e+00,6.870137e-01,9.999900e-01,5.822242e+00,6.870137e-01,9.999900e-01,5.822242e+00,6.870137e-01,9.999900e-01,5.822242e+00,6.870137e-01,9.999900e-01,5.822242e+00,6.870137e-01,4.736884e-01,9.999920e-01,5.888900e+01,4.245241e-01
1.910000e+00,4.764438e-01,1.000000e+00,5.956046e+00,1.678966e-01,1.000000e+00,5.956046e+00,1.678966e-01,1.000000e+00,5.956046e+00,1.678966e-01,1.000000e+00,5.956046e+00,1.678966e-01,1.000000e+00,5.956046e+00,1.678966e-01,9.999905e-01,5.824194e+00,6.867837e-01,9.999905e-01,5.824194e+00,6.867837e-01,9.999905e-01,5.824194e+00,6.867837e-01,9.999905e-01,5.824194e+00,6.867837e-01,9.999905e-01,5.824194e+00,6.867837e-01,4.764438e-01,9.999924e-01,5.890120e+01,4.244363e-01
1.920000e+00,4.791704e-01,1.000000e+00,5.956524e+00,1.678832e-01,1.000000e+00,5.956524e+00,1.678832e-01,1.000000e+00,5.956524e+00,1.678832e-01,1.000000e+00,5.956524e+00,1.678832e-01,1.000000e+00,5.956524e+00,1.678832e-01,9.999910e-01,5.826104e+00,6.865589e-01,9.999910e-01,5.826104e+00,6.865589e-01,9.999910e-01,5.826104e+00,6.865589e-01,9.999910e-01,5.826104e+00,6.865589e-01,9.999910e-01,5.826104e+00,6.865589e-01,4.791704e-01,9.999928e-01,5.891314e+01,4.243505e-01
