rho,betak1,betak2,etai1,Li1,gammai1,etai2,Li2,gammai2,etai3,Li3,gammai3,etai4,Li4,gammai4,etai5,Li5,gammai5,etai6,Li6,gammai6,etai7,Li7,gammai7,etai8,Li8,gammai8,etai9,Li9,gammai9,etai10,Li10,gammai10,beta,eta,L,gamma
2.630000e+00,3.452602e-01,6.884820e-01,9.994234e-01,5.548248e+00,1.801331e-01,9.994234e-01,5.548248e+00,1.801331e-01,9.994234e-01,5.548248e+00,1.801331e-01,1.000000e+00,5.938658e+00,1.683882e-01,1.000000e+00,5.938658e+00,1.683882e-01,1.000000e+00,5.938658e+00,1.683882e-01,1.000000e+00,5.938658e+00,1.683882e-01,9.999999e-01,5.932482e+00,1.685635e-01,9.999999e-01,5.932482e+00,1.685635e-01,9.999999e-01,5.932482e+00,1.685635e-01,6.198376e-01,9.998270e-01,5.819682e+01,1.718010e-01
2.640000e+00,3.474027e-01,6.897437e-01,9.994423e-01,5.552141e+00,1.800102e-01,9.994423e-01,5.552141e+00,1.800102e-01,9.994423e-01,5.552141e+00,1.800102e-01,1.000000e+00,5.939032e+00,1.683776e-01,1.000000e+00,5.939032e+00,1.683776e-01,1.000000e+00,5.939032e+00,1.683776e-01,1.000000e+00,5.939032e+00,1.683776e-01,1.000000e+00,5.932859e+00,1.685528e-01,1.000000e+00,5.932859e+00,1.685528e-01,1.000000e+00,5.932859e+00,1.685528e-01,6.212755e-01,9.998327e-01,5.821113e+01,1.717597e-01
2.650000e+00,3.495325e-01,6.909951e-01,9.994604e-01,5.555971e+00,1.798894e-01,9.994604e-01,5.555971e+00,1.798894e-01,9.994604e-01,5.555971e+00,1.798894e-01,1.000000e+00,5.939401e+00,1.683671e-01,1.000000e+00,5.939401e+00,1.683671e-01,1.000000e+00,5.939401e+00,1.683671e-01,1.000000e+00,5.939401e+00,1.683671e-01,1.000000e+00,5.933232e+00,1.685422e-01,1.000000e+00,5.933232e+00,1.685422e-01,1.000000e+00,5.933232e+00,1.685422e-01,6.227026e-01,9.998381e-01,5.822521e+01,1.717191e-01
2.660000e+00,3.516498e-01,6.922364e-01,9.994779e-01,5.559738e+00,1.797707e-01,9.994779e-01,5.559738e+00,1.797707e-01,9.994779e-01,5.559738e+00,1.797707e-01,1.000000e+00,5.939766e+00,1.683568e-01,1.000000e+00,5.939766e+00,1.683568e-01,1.000000e+00,5.939766e+00,1.683568e-01,1.000000e+00,5.939766e+00,1.683568e-01,1.000000e+00,5.933601e+00,1.685317e-01,1.000000e+00,5.933601e+00,1.685317e-01,1.000000e+00,5.933601e+00,1.685317e-01,6.241190e-01,9.998433e-01,5.823908e+01,1.716791e-01
2.670000e+00,3.537545e-01,6.934676e-01,9.994947e-01,5.563444e+00,1.796540e-01,9.994947e-01,5.563444e+00,1.796540e-01,9.994947e-01,5.563444e+00,1.796540e-01,1.000000e+00,5.940126e+00,1.683466e-01,1.000000e+00,5.940126e+00,1.683466e-01,1.000000e+00,5.940126e+00,1.683466e-01,1.000000e+00,5.940126e+00,1.683466e-01,1.000000e+00,5.933965e+00,1.685214e-01,1.000000e+00,5.933965e+00,1.685214e-01,1.000000e+00,5.933965e+00,1.685214e-01,6.255249e-01,9.998484e-01,5.825273e+01,1.716397e-01
2.680000e+00,3.558468e-01,6.946888e-01,9.995109e-01,5.567090e+00,1.795392e-01,9.995109e-01,5.567090e+00,1.795392e-01,9.995109e-01,5.567090e+00,1.795392e-01,1.000000e+00,5.940482e+00,1.683365e-01,1.000000e+00,5.940482e+00,1.683365e-01,1.000000e+00,5.940482e+00,1.683365e-01,1.000000e+00,5.940482e+00,1.683365e-01,1.000000e+00,5.934325e+00,1.685111e-01,1.000000e+00,5.934325e+00,1.685111e-01,1.000000e+00,5.934325e+00,1.685111e-01,6.269204e-01,9.998533e-01,5.826618e+01,1.716010e-01
2.690000e+00,3.579268e-01,6.959003e-01,9.995266e-01,5.570678e+00,1.794264e-01,9.995266e-01,5.570678e+00,1.794264e-01,9.995266e-01,5.570678e+00,1.794264e-01,1.000000e+00,5.940834e+00,1.683265e-01,1.000000e+00,5.940834e+00,1.683265e-01,1.000000e+00,5.940834e+00,1.683265e-01,1.000000e+00,5.940834e+00,1.683265e-01,1.000000e+00,5.934682e+00,1.685010e-01,1.000000e+00,5.934682e+00,1.685010e-01,1.000000e+00,5.934682e+00,1.685010e-01,6.283056e-01,9.998579e-01,5.827942e+01,1.715628e-01
2.700000e+00,3.599945e-01,6.971021e-01,9.995416e-01,5.574210e+00,1.793154e-01,9.995416e-01,5.574210e+00,1.793154e-01,9.995416e-01,5.574210e+00,1.793154e-01,1.000000e+00,5.941182e+00,1.683167e-01,1.000000e+00,5.941182e+00,1.683167e-01,1.000000e+00,5.941182e+00,1.683167e-01,1.000000e+00,5.941182e+00,1.683167e-01,1.000000e+00,5.935034e+00,1.684910e-01,1.000000e+00,5.935034e+00,1.684910e-01,1.000000e+00,5.935034e+00,1.684910e-01,6.296806e-01,9.998625e-01,5.829246e+01,1.715252e-01
2.710000e+00,3.620501e-01,6.982943e-01,9.995561e-01,5.577685e+00,1.792063e-01,9.995561e-01,5.577685e+00,1.792063e-01,9.995561e-01,5.577685e+00,1.792063e-01,1.000000e+00,5.941526e+00,1.683069e-01,1.000000e+00,5.941526e+00,1.683069e-01,1.000000e+00,5.941526e+00,1.683069e-01,1.000000e+00,5.941526e+00,1.683069e-01,1.000000e+00,5.935383e+00,1.684811e-01,1.000000e+00,5.935383e+00,1.684811e-01,1.000000e+00,5.935383e+00,1.684811e-01,6.310455e-01,9.998668e-01,5.830531e+01,1.714881e-01
2.720000e+00,3.640936e-01,6.994771e-01,9.995701e-01,5.581107e+00,1.790989e-01,9.995701e-01,5.581107e+00,1.790989e-01,9.995701e-01,5.581107e+00,1.790989e-01,1.000000e+00,5.941866e+00,1.682973e-01,1.000000e+00,5.941866e+00,1.682973e-01,1.000000e+00,5.941866e+00,1.682973e-01,1.000000e+00,5.941866e+00,1.682973e-01,1.000000e+00,5.935727e+00,1.684713e-01,1.000000e+00,5.935727e+00,1.684713e-01,1.000000e+00,5.935727e+00,1.684713e-01,6.324004e-01,9.998710e-01,5.831796e+01,1.714516e-01
2.730000e+00,3.661251e-01,7.006505e-01,9.995836e-01,5.584475e+00,1.789933e-01,9.995836e-01,5.584475e+00,1.789933e-01,9.995836e-01,5.584475e+00,1.789933e-01,1.000000e+00,5.942201e+00,1.682878e-01,1.000000e+00,5.942201e+00,1.682878e-01,1.000000e+00,5.942201e+00,1.682878e-01,1.000000e+00,5.942201e+00,1.682878e-01,1.000000e+00,5.936068e+00,1.684617e-01,1.000000e+00,5.936068e+00,1.684617e-01,1.000000e+00,5.936068e+00,1.684617e-01,6.337454e-01,9.998750e-01,5.833044e+01,1.714157e-01
2.740000e+00,3.681447e-01,7.018147e-01,9.995965e-01,5.587792e+00,1.788894e-01,9.995965e-01,5.587792e+00,1.788894e-01,9.995965e-01,5.587792e+00,1.788894e-01,1.000000e+00,5.942533e+00,1.682784e-01,1.000000e+00,5.942533e+00,1.682784e-01,1.000000e+00,5.942533e+00,1.682784e-01,1.000000e+00,5.942533e+00,1.682784e-01,1.000000e+00,5.936405e+00,1.684521e-01,1.000000e+00,5.936405e+00,1.684521e-01,1.000000e+00,5.936405e+00,1.684521e-01,6.350807e-01,9.998789e-01,5.834273e+01,1.713802e-01
2.750000e+00,3.701524e-01,7.029698e-01,9.996091e-01,5.591058e+00,1.787871e-01,9.996091e-01,5.591058e+00,1.787871e-01,9.996091e-01,5.591058e+00,1.787871e-01,1.000000e+00,5.942862e+00,1.682691e-01,1.000000e+00,5.942862e+00,1.682691e-01,1.000000e+00,5.942862e+00,1.682691e-01,1.000000e+00,5.942862e+00,1.682691e-01,1.000000e+00,5.936739e+00,1.684426e-01,1.000000e+00,5.936739e+00,1.684426e-01,1.000000e+00,5.936739e+00,1.684426e-01,6.364063e-01,9.998827e-01,5.835484e+01,1.713453e-01
2.760000e+00,3.721484e-01,7.041158e-01,9.996212e-01,5.594274e+00,1.786865e-01,9.996212e-01,5.594274e+00,1.786865e-01,9.996212e-01,5.594274e+00,1.786865e-01,1.000000e+00,5.943186e+00,1.682599e-01,1.000000e+00,5.943186e+00,1.682599e-01,1.000000e+00,5.943186e+00,1.682599e-01,1.000000e+00,5.943186e+00,1.682599e-01,1.000000e+00,5.937069e+00,1.684333e-01,1.000000e+00,5.937069e+00,1.684333e-01,1.000000e+00,5.937069e+00,1.684333e-01,6.377223e-01,9.998863e-01,5.836677e+01,1.713109e-01
2.770000e+00,3.741328e-01,7.052530e-01,9.996328e-01,5.597441e+00,1.785875e-01,9.996328e-01,5.597441e+00,1.785875e-01,9.996328e-01,5.597441e+00,1.785875e-01,1.000000e+00,5.943507e+00,1.682508e-01,1.000000e+00,5.943507e+00,1.682508e-01,1.000000e+00,5.943507e+00,1.682508e-01,1.000000e+00,5.943507e+00,1.682508e-01,1.000000e+00,5.937395e+00,1.684240e-01,1.000000e+00,5.937395e+00,1.684240e-01,1.000000e+00,5.937395e+00,1.684240e-01,6.390289e-01,9.998898e-01,5.837854e+01,1.712770e-01
2.780000e+00,3.761056e-01,7.063813e-01,9.996440e-01,5.600561e+00,1.784900e-01,9.996440e-01,5.600561e+00,1.784900e-01,9.996440e-01,5.600561e+00,1.784900e-01,1.000000e+00,5.943824e+00,1.682419e-01,1.000000e+00,5.943824e+00,1.682419e-01,1.000000e+00,5.943824e+00,1.682419e-01,1.000000e+00,5.943824e+00,1.682419e-01,1.000000e+00,5.937718e+00,1.684149e-01,1.000000e+00,5.937718e+00,1.684149e-01,1.000000e+00,5.937718e+00,1.684149e-01,6.403262e-01,9.998932e-01,5.839013e+01,1.712435e-01
2.790000e+00,3.780669e-01,7.075010e-01,9.996549e-01,5.603634e+00,1.783940e-01,9.996549e-01,5.603634e+00,1.783940e-01,9.996549e-01,5.603634e+00,1.783940e-01,1.000000e+00,5.944138e+00,1.682330e-01,1.000000e+00,5.944138e+00,1.682330e-01,1.000000e+00,5.944138e+00,1.682330e-01,1.000000e+00,5.944138e+00,1.682330e-01,1.000000e+00,5.938038e+00,1.684058e-01,1.000000e+00,5.938038e+00,1.684058e-01,1.000000e+00,5.938038e+00,1.684058e-01,6.416142e-01,9.998965e-01,5.840157e+01,1.712106e-01
2.800000e+00,3.800168e-01,7.086121e-01,9.996654e-01,5.606662e+00,1.782996e-01,9.996654e-01,5.606662e+00,1.782996e-01,9.996654e-01,5.606662e+00,1.782996e-01,1.000000e+00,5.944448e+00,1.682242e-01,1.000000e+00,5.944448e+00,1.682242e-01,1.000000e+00,5.944448e+00,1.682242e-01,1.000000e+00,5.944448e+00,1.682242e-01,1.000000e+00,5.938354e+00,1.683968e-01,1.000000e+00,5.938354e+00,1.683968e-01,1.000000e+00,5.938354e+00,1.683968e-01,6.428930e-01,9.998996e-01,5.841284e+01,1.711780e-01
2.810000e+00,3.819554e-01,7.097146e-01,9.996755e-01,5.609645e+00,1.782065e-01,9.996755e-01,5.609645e+00,1.782065e-01,9.996755e-01,5.609645e+00,1.782065e-01,1.000000e+00,5.944755e+00,1.682155e-01,1.000000e+00,5.944755e+00,1.682155e-01,1.000000e+00,5.944755e+00,1.682155e-01,1.000000e+00,5.944755e+00,1.682155e-01,1.000000e+00,5.938667e+00,1.683880e-01,1.000000e+00,5.938667e+00,1.683880e-01,1.000000e+00,5.938667e+00,1.683880e-01,6.441628e-01,9.999026e-01,5.842396e+01,1.711460e-01
2.820000e+00,3.838827e-01,7.108088e-01,9.996852e-01,5.612585e+00,1.781149e-01,9.996852e-01,5.612585e+00,1.781149e-01,9.996852e-01,5.612585e+00,1.781149e-01,1.000000e+00,5.945058e+00,1.682069e-01,1.000000e+00,5.945058e+00,1.682069e-01,1.000000e+00,5.945058e+00,1.682069e-01,1.000000e+00,5.945058e+00,1.682069e-01,1.000000e+00,5.938976e+00,1.683792e-01,1.000000e+00,5.938976e+00,1.683792e-01,1.000000e+00,5.938976e+00,1.683792e-01,6.454236e-01,9.999056e-01,5.843492e+01,1.711144e-01
2.830000e+00,3.857989e-01,7.118946e-01,9.996947e-01,5.615482e+00,1.780247e-01,9.996947e-01,5.615482e+00,1.780247e-01,9.996947e-01,5.615482e+00,1.780247e-01,1.000000e+00,5.945358e+00,1.681984e-01,1.000000e+00,5.945358e+00,1.681984e-01,1.000000e+00,5.945358e+00,1.681984e-01,1.000000e+00,5.945358e+00,1.681984e-01,1.000000e+00,5.939283e+00,1.683705e-01,1.000000e+00,5.939283e+00,1.683705e-01,1.000000e+00,5.939283e+00,1.683705e-01,6.466755e-01,9.999084e-01,5.844573e+01,1.710832e-01
2.840000e+00,3.877040e-01,7.129723e-01,9.997037e-01,5.618337e+00,1.779359e-01,9.997037e-01,5.618337e+00,1.779359e-01,9.997037e-01,5.618337e+00,1.779359e-01,1.000000e+00,5.945655e+00,1.681900e-01,1.000000e+00,5.945655e+00,1.681900e-01,1.000000e+00,5.945655e+00,1.681900e-01,1.000000e+00,5.945655e+00,1.681900e-01,1.000000e+00,5.939586e+00,1.683619e-01,1.000000e+00,5.939586e+00,1.683619e-01,1.000000e+00,5.939586e+00,1.683619e-01,6.479186e-01,9.999111e-01,5.845639e+01,1.710525e-01
2.850000e+00,3.895981e-01,7.140418e-01,9.997125e-01,5.621151e+00,1.778484e-01,9.997125e-01,5.621151e+00,1.778484e-01,9.997125e-01,5.621151e+00,1.778484e-01,1.000000e+00,5.945949e+00,1.681817e-01,1.000000e+00,5.945949e+00,1.681817e-01,1.000000e+00,5.945949e+00,1.681817e-01,1.000000e+00,5.945949e+00,1.681817e-01,1.000000e+00,5.939886e+00,1.683534e-01,1.000000e+00,5.939886e+00,1.683534e-01,1.000000e+00,5.939886e+00,1.683534e-01,6.491531e-01,9.999137e-01,5.846691e+01,1.710222e-01
2.860000e+00,3.914813e-01,7.151033e-01,9.997210e-01,5.623925e+00,1.777622e-01,9.997210e-01,5.623925e+00,1.777622e-01,9.997210e-01,5.623925e+00,1.777622e-01,1.000000e+00,5.946239e+00,1.681735e-01,1.000000e+00,5.946239e+00,1.681735e-01,1.000000e+00,5.946239e+00,1.681735e-01,1.000000e+00,5.946239e+00,1.681735e-01,1.000000e+00,5.940184e+00,1.683450e-01,1.000000e+00,5.940184e+00,1.683450e-01,1.000000e+00,5.940184e+00,1.683450e-01,6.503789e-01,9.999163e-01,5.847728e+01,1.709923e-01
2.870000e+00,3.933536e-01,7.161569e-01,9.997292e-01,5.626660e+00,1.776772e-01,9.997292e-01,5.626660e+00,1.776772e-01,9.997292e-01,5.626660e+00,1.776772e-01,1.000000e+00,5.946527e+00,1.681654e-01,1.000000e+00,5.946527e+00,1.681654e-01,1.000000e+00,5.946527e+00,1.681654e-01,1.000000e+00,5.946527e+00,1.681654e-01,1.000000e+00,5.940478e+00,1.683366e-01,1.000000e+00,5.940478e+00,1.683366e-01,1.000000e+00,5.940478e+00,1.683366e-01,6.515963e-01,9.999188e-01,5.848752e+01,1.709628e-01
2.880000e+00,3.952152e-01,7.172026e-01,9.997371e-01,5.629356e+00,1.775935e-01,9.997371e-01,5.629356e+00,1.775935e-01,9.997371e-01,5.629356e+00,1.775935e-01,1.000000e+00,5.946811e+00,1.681573e-01,1.000000e+00,5.946811e+00,1.681573e-01,1.000000e+00,5.946811e+00,1.681573e-01,1.000000e+00,5.946811e+00,1.681573e-01,1.000000e+00,5.940769e+00,1.683284e-01,1.000000e+00,5.940769e+00,1.683284e-01,1.000000e+00,5.940769e+00,1.683284e-01,6.528052e-01,9.999211e-01,5.849762e+01,1.709336e-01
2.890000e+00,3.970662e-01,7.182406e-01,9.997448e-01,5.632015e+00,1.775110e-01,9.997448e-01,5.632015e+00,1.775110e-01,9.997448e-01,5.632015e+00,1.775110e-01,1.000000e+00,5.947092e+00,1.681494e-01,1.000000e+00,5.947092e+00,1.681494e-01,1.000000e+00,5.947092e+00,1.681494e-01,1.000000e+00,5.947092e+00,1.681494e-01,1.000000e+00,5.941057e+00,1.683202e-01,1.000000e+00,5.941057e+00,1.683202e-01,1.000000e+00,5.941057e+00,1.683202e-01,6.540057e-01,9.999234e-01,5.850759e+01,1.709049e-01
2.900000e+00,3.989065e-01,7.192709e-01,9.997522e-01,5.634636e+00,1.774298e-01,9.997522e-01,5.634636e+00,1.774298e-01,9.997522e-01,5.634636e+00,1.774298e-01,1.000000e+00,5.947371e+00,1.681415e-01,1.000000e+00,5.947371e+00,1.681415e-01,1.000000e+00,5.947371e+00,1.681415e-01,1.000000e+00,5.947371e+00,1.681415e-01,1.000000e+00,5.941343e+00,1.683121e-01,1.000000e+00,5.941343e+00,1.683121e-01,1.000000e+00,5.941343e+00,1.683121e-01,6.551981e-01,9.999256e-01,5.851742e+01,1.708766e-01
2.910000e+00,4.007363e-01,7.202937e-01,9.997594e-01,5.637222e+00,1.773497e-01,9.997594e-01,5.637222e+00,1.773497e-01,9.997594e-01,5.637222e+00,1.773497e-01,1.000000e+00,5.947646e+00,1.681337e-01,1.000000e+00,5.947646e+00,1.681337e-01,1.000000e+00,5.947646e+00,1.681337e-01,1.000000e+00,5.947646e+00,1.681337e-01,1.000000e+00,5.941625e+00,1.683041e-01,1.000000e+00,5.941625e+00,1.683041e-01,1.000000e+00,5.941625e+00,1.683041e-01,6.563822e-01,9.999278e-01,5.852713e+01,1.708486e-01
2.920000e+00,4.025557e-01,7.213089e-01,9.997663e-01,5.639772e+00,1.772707e-01,9.997663e-01,5.639772e+00,1.772707e-01,9.997663e-01,5.639772e+00,1.772707e-01,1.000000e+00,5.947919e+00,1.681260e-01,1.000000e+00,5.947919e+00,1.681260e-01,1.000000e+00,5.947919e+00,1.681260e-01,1.000000e+00,5.947919e+00,1.681260e-01,1.000000e+00,5.941905e+00,1.682962e-01,1.000000e+00,5.941905e+00,1.682962e-01,1.000000e+00,5.941905e+00,1.682962e-01,6.575583e-01,9.999299e-01,5.853671e+01,1.708210e-01
2.930000e+00,4.043647e-01,7.223167e-01,9.997730e-01,5.642287e+00,1.771928e-01,9.997730e-01,5.642287e+00,1.771928e-01,9.997730e-01,5.642287e+00,1.771928e-01,1.000000e+00,5.948189e+00,1.681184e-01,1.000000e+00,5.948189e+00,1.681184e-01,1.000000e+00,5.948189e+00,1.681184e-01,1.000000e+00,5.948189e+00,1.681184e-01,1.000000e+00,5.942182e+00,1.682883e-01,1.000000e+00,5.942182e+00,1.682883e-01,1.000000e+00,5.942182e+00,1.682883e-01,6.587263e-01,9.999319e-01,5.854616e+01,1.707938e-01
2.940000e+00,4.061634e-01,7.233172e-01,9.997794e-01,5.644769e+00,1.771161e-01,9.997794e-01,5.644769e+00,1.771161e-01,9.997794e-01,5.644769e+00,1.771161e-01,1.000000e+00,5.948456e+00,1.681109e-01,1.000000e+00,5.948456e+00,1.681109e-01,1.000000e+00,5.948456e+00,1.681109e-01,1.000000e+00,5.948456e+00,1.681109e-01,1.000000e+00,5.942456e+00,1.682806e-01,1.000000e+00,5.942456e+00,1.682806e-01,1.000000e+00,5.942456e+00,1.682806e-01,6.598865e-01,9.999338e-01,5.855550e+01,1.707669e-01
2.950000e+00,4.079519e-01,7.243104e-01,9.997857e-01,5.647216e+00,1.770404e-01,9.997857e-01,5.647216e+00,1.770404e-01,9.997857e-01,5.647216e+00,1.770404e-01,1.000000e+00,5.948720e+00,1.681034e-01,1.000000e+00,5.948720e+00,1.681034e-01,1.000000e+00,5.948720e+00,1.681034e-01,1.000000e+00,5.948720e+00,1.681034e-01,1.000000e+00,5.942728e+00,1.682729e-01,1.000000e+00,5.942728e+00,1.682729e-01,1.000000e+00,5.942728e+00,1.682729e-01,6.610387e-01,9.999357e-01,5.856471e+01,1.707403e-01
2.960000e+00,4.097303e-01,7.252965e-01,9.997917e-01,5.649631e+00,1.769658e-01,9.997917e-01,5.649631e+00,1.769658e-01,9.997917e-01,5.649631e+00,1.769658e-01,1.000000e+00,5.948982e+00,1.680960e-01,1.000000e+00,5.948982e+00,1.680960e-01,1.000000e+00,5.948982e+00,1.680960e-01,1.000000e+00,5.948982e+00,1.680960e-01,1.000000e+00,5.942997e+00,1.682653e-01,1.000000e+00,5.942997e+00,1.682653e-01,1.000000e+00,5.942997e+00,1.682653e-01,6.621833e-01,9.999375e-01,5.857381e+01,1.707141e-01
2.970000e+00,4.114987e-01,7.262755e-01,9.997976e-01,5.652014e+00,1.768923e-01,9.997976e-01,5.652014e+00,1.768923e-01,9.997976e-01,5.652014e+00,1.768923e-01,1.000000e+00,5.949240e+00,1.680887e-01,1.000000e+00,5.949240e+00,1.680887e-01,1.000000e+00,5.949240e+00,1.680887e-01,1.000000e+00,5.949240e+00,1.680887e-01,1.000000e+00,5.943264e+00,1.682577e-01,1.000000e+00,5.943264e+00,1.682577e-01,1.000000e+00,5.943264e+00,1.682577e-01,6.633201e-01,9.999393e-01,5.858280e+01,1.706882e-01
2.980000e+00,4.132571e-01,7.272474e-01,9.998033e-01,5.654366e+00,1.768197e-01,9.998033e-01,5.654366e+00,1.768197e-01,9.998033e-01,5.654366e+00,1.768197e-01,1.000000e+00,5.949497e+00,1.680814e-01,1.000000e+00,5.949497e+00,1.680814e-01,1.000000e+00,5.949497e+00,1.680814e-01,1.000000e+00,5.949497e+00,1.680814e-01,1.000000e+00,5.943528e+00,1.682502e-01,1.000000e+00,5.943528e+00,1.682502e-01,1.000000e+00,5.943528e+00,1.682502e-01,6.644493e-01,9.999410e-01,5.859167e+01,1.706627e-01
2.990000e+00,4.150055e-01,7.282124e-01,9.998087e-01,5.656686e+00,1.767481e-01,9.998087e-01,5.656686e+00,1.767481e-01,9.998087e-01,5.656686e+00,1.767481e-01,1.000000e+00,5.949750e+00,1.680743e-01,1.000000e+00,5.949750e+00,1.680743e-01,1.000000e+00,5.949750e+00,1.680743e-01,1.000000e+00,5.949750e+00,1.680743e-01,1.000000e+00,5.943789e+00,1.682428e-01,1.000000e+00,5.943789e+00,1.682428e-01,1.000000e+00,5.943789e+00,1.682428e-01,6.655710e-01,9.999426e-01,5.860043e+01,1.706374e-01
3.000000e+00,4.167441e-01,7.291705e-01,9.998141e-01,5.658977e+00,1.766775e-01,9.998141e-01,5.658977e+00,1.766775e-01,9.998141e-01,5.658977e+00,1.766775e-01,1.000000e+00,5.950002e+00,1.680672e-01,1.000000e+00,5.950002e+00,1.680672e-01,1.000000e+00,5.950002e+00,1.680672e-01,1.000000e+00,5.950002e+00,1.680672e-01,1.000000e+00,5.944048e+00,1.682355e-01,1.000000e+00,5.944048e+00,1.682355e-01,1.000000e+00,5.944048e+00,1.682355e-01,6.666853e-01,9.999442e-01,5.860908e+01,1.706125e-01
