rho,betak1,betak2,etai1,Li1,gammai1,etai2,Li2,gammai2,etai3,Li3,gammai3,etai4,Li4,gammai4,etai5,Li5,gammai5,etai6,Li6,gammai6,etai7,Li7,gammai7,etai8,Li8,gammai8,etai9,Li9,gammai9,etai10,Li10,gammai10,beta,eta,L,gamma
4.700000e-01,2.338967e-17,7.706590e-10,3.095808e-01,4.173890e-01,7.417081e-01,3.095808e-01,4.173890e-01,7.417081e-01,3.095808e-01,4.173890e-01,7.417081e-01,5.387871e-01,9.270025e-01,5.812143e-01,5.387871e-01,9.270025e-01,5.812143e-01,5.387871e-01,9.270025e-01,5.812143e-01,5.387871e-01,9.270025e-01,5.812143e-01,5.387030e-01,9.267991e-01,5.812512e-01,5.387030e-01,9.267991e-01,5.812512e-01,5.387030e-01,9.267991e-01,5.812512e-01,6.165272e-10,4.700000e-01,7.740574e+00,6.071901e-01
4.800000e-01,6.546180e-17,1.624552e-09,3.161946e-01,4.293373e-01,7.364712e-01,3.161946e-01,4.293373e-01,7.364712e-01,3.161946e-01,4.293373e-01,7.364712e-01,5.502387e-01,9.601639e-01,5.730675e-01,5.502387e-01,9.601639e-01,5.730675e-01,5.502387e-01,9.601639e-01,5.730675e-01,5.502387e-01,9.601639e-01,5.730675e-01,5.501538e-01,9.599540e-01,5.731043e-01,5.501538e-01,9.599540e-01,5.731043e-01,5.501538e-01,9.599540e-01,5.731043e-01,1.299642e-09,4.800000e-01,8.008530e+00,5.993610e-01
4.900000e-01,1.791454e-16,3.356036e-09,3.228107e-01,4.414548e-01,7.312430e-01,3.228107e-01,4.414548e-01,7.312430e-01,3.228107e-01,4.414548e-01,7.312430e-01,5.616893e-01,9.942580e-01,5.649331e-01,5.616893e-01,9.942580e-01,5.649331e-01,5.616893e-01,9.942580e-01,5.649331e-01,5.616893e-01,9.942580e-01,5.649331e-01,5.616036e-01,9.940415e-01,5.649699e-01,5.616036e-01,9.940415e-01,5.649699e-01,5.616036e-01,9.940415e-01,5.649699e-01,2.684829e-09,4.900000e-01,8.283521e+00,5.915359e-01
5.000000e-01,4.795378e-16,6.798880e-09,3.294293e-01,4.537449e-01,7.260232e-01,3.294293e-01,4.537449e-01,7.260232e-01,3.294293e-01,4.537449e-01,7.260232e-01,5.731387e-01,1.029328e+00,5.568084e-01,5.731387e-01,1.029328e+00,5.568084e-01,5.731387e-01,1.029328e+00,5.568084e-01,5.731387e-01,1.029328e+00,5.568084e-01,5.730524e-01,1.029105e+00,5.568452e-01,5.730524e-01,1.029105e+00,5.568452e-01,5.730524e-01,1.029105e+00,5.568452e-01,5.439104e-09,5.000000e-01,8.565865e+00,5.837122e-01
5.100000e-01,1.256011e-15,1.351580e-08,3.360505e-01,4.662114e-01,7.208114e-01,3.360505e-01,4.662114e-01,7.208114e-01,3.360505e-01,4.662114e-01,7.208114e-01,5.845871e-01,1.065422e+00,5.486904e-01,5.845871e-01,1.065422e+00,5.486904e-01,5.845871e-01,1.065422e+00,5.486904e-01,5.845871e-01,1.065422e+00,5.486904e-01,5.845001e-01,1.065193e+00,5.487271e-01,5.845001e-01,1.065193e+00,5.487271e-01,5.845001e-01,1.065193e+00,5.487271e-01,1.081264e-08,5.100000e-01,8.855902e+00,5.758871e-01
5.200000e-01,3.220159e-15,2.638135e-08,3.426744e-01,4.788582e-01,7.156073e-01,3.426744e-01,4.788582e-01,7.156073e-01,3.426744e-01,4.788582e-01,7.156073e-01,5.960342e-01,1.102591e+00,5.405758e-01,5.960342e-01,1.102591e+00,5.405758e-01,5.960342e-01,1.102591e+00,5.405758e-01,5.960342e-01,1.102591e+00,5.405758e-01,5.959467e-01,1.102355e+00,5.406123e-01,5.959467e-01,1.102355e+00,5.406123e-01,5.959467e-01,1.102355e+00,5.406123e-01,2.110508e-08,5.200000e-01,9.154005e+00,5.680573e-01
5.300000e-01,8.084212e-15,5.058734e-08,3.493012e-01,4.916892e-01,7.104105e-01,3.493012e-01,4.916892e-01,7.104105e-01,3.493012e-01,4.916892e-01,7.104105e-01,6.074800e-01,1.140891e+00,5.324609e-01,6.074800e-01,1.140891e+00,5.324609e-01,6.074800e-01,1.140891e+00,5.324609e-01,6.074800e-01,1.140891e+00,5.324609e-01,6.073921e-01,1.140648e+00,5.324972e-01,6.073921e-01,1.140648e+00,5.324972e-01,6.073921e-01,1.140648e+00,5.324972e-01,4.046987e-08,5.300000e-01,9.460578e+00,5.602194e-01
5.400000e-01,1.988103e-14,9.534515e-08,3.559310e-01,5.047087e-01,7.052207e-01,3.559310e-01,5.047087e-01,7.052207e-01,3.559310e-01,5.047087e-01,7.052207e-01,6.189245e-01,1.180384e+00,5.243417e-01,6.189245e-01,1.180384e+00,5.243417e-01,6.189245e-01,1.180384e+00,5.243417e-01,6.189245e-01,1.180384e+00,5.243417e-01,6.188362e-01,1.180134e+00,5.243778e-01,6.188362e-01,1.180134e+00,5.243778e-01,6.188362e-01,1.180134e+00,5.243778e-01,7.627613e-08,5.400000e-01,9.776064e+00,5.523695e-01
5.500000e-01,4.791197e-14,1.767152e-07,3.625640e-01,5.179209e-01,7.000374e-01,3.625640e-01,5.179209e-01,7.000374e-01,3.625640e-01,5.179209e-01,7.000374e-01,6.303675e-01,1.221136e+00,5.162139e-01,6.303675e-01,1.221136e+00,5.162139e-01,6.303675e-01,1.221136e+00,5.162139e-01,6.303675e-01,1.221136e+00,5.162139e-01,6.302790e-01,1.220880e+00,5.162497e-01,6.302790e-01,1.220880e+00,5.162497e-01,6.302790e-01,1.220880e+00,5.162497e-01,1.413722e-07,5.499999e-01,1.010095e+01,5.445033e-01
5.600000e-01,1.131917e-13,3.222249e-07,3.692004e-01,5.313304e-01,6.948602e-01,3.692004e-01,5.313304e-01,6.948602e-01,3.692004e-01,5.313304e-01,6.948602e-01,6.418091e-01,1.263223e+00,5.080727e-01,6.418091e-01,1.263223e+00,5.080727e-01,6.418091e-01,1.263223e+00,5.080727e-01,6.418091e-01,1.263223e+00,5.080727e-01,6.417204e-01,1.262960e+00,5.081081e-01,6.417204e-01,1.262960e+00,5.081081e-01,6.417204e-01,1.262960e+00,5.081081e-01,2.577799e-07,5.599999e-01,1.043576e+01,5.366160e-01
5.700000e-01,2.622447e-13,5.782708e-07,3.758403e-01,5.449421e-01,6.896886e-01,3.758403e-01,5.449421e-01,6.896886e-01,3.758403e-01,5.449421e-01,6.896886e-01,6.532489e-01,1.306727e+00,4.999125e-01,6.532489e-01,1.306727e+00,4.999125e-01,6.532489e-01,1.306727e+00,4.999125e-01,6.532489e-01,1.306727e+00,4.999125e-01,6.531602e-01,1.306457e+00,4.999476e-01,6.531602e-01,1.306457e+00,4.999476e-01,6.531602e-01,1.306457e+00,4.999476e-01,4.626167e-07,5.699997e-01,1.078110e+01,5.287025e-01
5.800000e-01,5.960361e-13,1.021771e-06,3.824840e-01,5.587607e-01,6.845220e-01,3.824840e-01,5.587607e-01,6.845220e-01,3.824840e-01,5.587607e-01,6.845220e-01,6.646870e-01,1.351738e+00,4.917276e-01,6.646870e-01,1.351738e+00,4.917276e-01,6.646870e-01,1.351738e+00,4.917276e-01,6.646870e-01,1.351738e+00,4.917276e-01,6.645984e-01,1.351463e+00,4.917622e-01,6.645984e-01,1.351463e+00,4.917622e-01,6.645984e-01,1.351463e+00,4.917622e-01,8.174169e-07,5.799995e-01,1.113762e+01,5.207570e-01
5.900000e-01,1.329405e-12,1.778181e-06,3.891317e-01,5.727917e-01,6.793600e-01,3.891317e-01,5.727917e-01,6.793600e-01,3.891317e-01,5.727917e-01,6.793600e-01,6.761231e-01,1.398360e+00,4.835114e-01,6.761231e-01,1.398360e+00,4.835114e-01,6.761231e-01,1.398360e+00,4.835114e-01,6.761231e-01,1.398360e+00,4.835114e-01,6.760347e-01,1.398079e+00,4.835455e-01,6.760347e-01,1.398079e+00,4.835455e-01,6.760347e-01,1.398079e+00,4.835455e-01,1.422545e-06,5.899992e-01,1.150605e+01,5.127729e-01
6.000000e-01,2.910711e-12,3.048841e-06,3.957837e-01,5.870403e-01,6.742019e-01,3.957837e-01,5.870403e-01,6.742019e-01,3.957837e-01,5.870403e-01,6.742019e-01,6.875569e-01,1.446707e+00,4.752567e-01,6.875569e-01,1.446707e+00,4.752567e-01,6.875569e-01,1.446707e+00,4.752567e-01,6.875569e-01,1.446707e+00,4.752567e-01,6.874689e-01,1.446419e+00,4.752903e-01,6.874689e-01,1.446419e+00,4.752903e-01,6.874689e-01,1.446419e+00,4.752903e-01,2.439073e-06,5.999985e-01,1.188720e+01,5.047432e-01
6.100000e-01,6.257883e-12,5.151744e-06,4.024401e-01,6.015124e-01,6.690470e-01,4.024401e-01,6.015124e-01,6.690470e-01,4.024401e-01,6.015124e-01,6.690470e-01,6.989882e-01,1.496905e+00,4.669557e-01,6.989882e-01,1.496905e+00,4.669557e-01,6.989882e-01,1.496905e+00,4.669557e-01,6.989882e-01,1.496905e+00,4.669557e-01,6.989006e-01,1.496611e+00,4.669887e-01,6.989006e-01,1.496611e+00,4.669887e-01,6.989006e-01,1.496611e+00,4.669887e-01,4.121396e-06,6.099975e-01,1.228199e+01,4.966601e-01
6.200000e-01,1.321489e-11,8.581146e-06,4.091012e-01,6.162141e-01,6.638946e-01,4.091012e-01,6.162141e-01,6.638946e-01,4.091012e-01,6.162141e-01,6.638946e-01,7.104164e-01,1.549099e+00,4.585999e-01,7.104164e-01,1.549099e+00,4.585999e-01,7.104164e-01,1.549099e+00,4.585999e-01,7.104164e-01,1.549099e+00,4.585999e-01,7.103294e-01,1.548799e+00,4.586322e-01,7.103294e-01,1.548799e+00,4.586322e-01,7.103294e-01,1.548799e+00,4.586322e-01,6.864919e-06,6.199957e-01,1.269144e+01,4.885151e-01
6.300000e-01,2.741690e-11,1.409309e-05,4.157674e-01,6.311517e-01,6.587440e-01,4.157674e-01,6.311517e-01,6.587440e-01,4.157674e-01,6.311517e-01,6.587440e-01,7.218408e-01,1.603449e+00,4.501801e-01,7.218408e-01,1.603449e+00,4.501801e-01,7.218408e-01,1.603449e+00,4.501801e-01,7.218408e-01,1.603449e+00,4.501801e-01,7.217545e-01,1.603144e+00,4.502118e-01,7.217545e-01,1.603144e+00,4.502118e-01,7.217545e-01,1.603144e+00,4.502118e-01,1.127448e-05,6.299929e-01,1.311668e+01,4.802989e-01
6.400000e-01,5.589756e-11,2.282562e-05,4.224390e-01,6.463321e-01,6.535942e-01,4.224390e-01,6.463321e-01,6.535942e-01,4.224390e-01,6.463321e-01,6.535942e-01,7.332604e-01,1.660137e+00,4.416867e-01,7.332604e-01,1.660137e+00,4.416867e-01,7.332604e-01,1.660137e+00,4.416867e-01,7.332604e-01,1.660137e+00,4.416867e-01,7.331749e-01,1.659827e+00,4.417176e-01,7.331749e-01,1.659827e+00,4.417176e-01,7.331749e-01,1.659827e+00,4.417176e-01,1.826051e-05,6.399883e-01,1.355903e+01,4.720017e-01
6.500000e-01,1.120151e-10,3.646422e-05,4.291162e-01,6.617624e-01,6.484445e-01,4.291162e-01,6.617624e-01,6.484445e-01,4.291162e-01,6.617624e-01,6.484445e-01,7.446736e-01,1.719365e+00,4.331097e-01,7.446736e-01,1.719365e+00,4.331097e-01,7.446736e-01,1.719365e+00,4.331097e-01,7.446736e-01,1.719365e+00,4.331097e-01,7.445891e-01,1.719050e+00,4.331398e-01,7.445891e-01,1.719050e+00,4.331398e-01,7.445891e-01,1.719050e+00,4.331398e-01,2.917140e-05,6.499810e-01,1.401990e+01,4.636133e-01
6.600000e-01,2.206723e-10,5.746430e-05,4.357995e-01,6.774503e-01,6.432937e-01,4.357995e-01,6.774503e-01,6.432937e-01,4.357995e-01,6.774503e-01,6.432937e-01,7.560783e-01,1.781359e+00,4.244391e-01,7.560783e-01,1.781359e+00,4.244391e-01,7.560783e-01,1.781359e+00,4.244391e-01,7.560783e-01,1.781359e+00,4.244391e-01,7.559949e-01,1.781039e+00,4.244684e-01,7.559949e-01,1.781039e+00,4.244684e-01,7.559949e-01,1.781039e+00,4.244684e-01,4.597149e-05,6.599697e-01,1.450090e+01,4.551231e-01
6.700000e-01,4.274364e-10,8.934329e-05,4.424893e-01,6.934038e-01,6.381408e-01,4.424893e-01,6.934038e-01,6.381408e-01,4.424893e-01,6.934038e-01,6.381408e-01,7.674714e-01,1.846368e+00,4.156653e-01,7.674714e-01,1.846368e+00,4.156653e-01,7.674714e-01,1.846368e+00,4.156653e-01,7.674714e-01,1.846368e+00,4.156653e-01,7.673893e-01,1.846045e+00,4.156937e-01,7.673893e-01,1.846045e+00,4.156937e-01,7.673893e-01,1.846045e+00,4.156937e-01,7.147472e-05,6.699521e-01,1.500382e+01,4.465210e-01
6.800000e-01,8.141421e-10,1.370535e-04,4.491859e-01,7.096314e-01,6.329847e-01,4.491859e-01,7.096314e-01,6.329847e-01,4.491859e-01,7.096314e-01,6.329847e-01,7.788484e-01,1.914668e+00,4.067798e-01,7.788484e-01,1.914668e+00,4.067798e-01,7.788484e-01,1.914668e+00,4.067798e-01,7.788484e-01,1.914668e+00,4.067798e-01,7.787678e-01,1.914341e+00,4.068071e-01,7.787678e-01,1.914341e+00,4.068071e-01,7.787678e-01,1.914341e+00,4.068071e-01,1.096429e-04,6.799254e-01,1.553059e+01,4.377975e-01
6.900000e-01,1.525010e-09,2.074436e-04,4.558897e-01,7.261424e-01,6.278242e-01,4.558897e-01,7.261424e-01,6.278242e-01,4.558897e-01,7.261424e-01,6.278242e-01,7.902032e-01,1.986554e+00,3.977758e-01,7.902032e-01,1.986554e+00,3.977758e-01,7.902032e-01,1.986554e+00,3.977758e-01,7.902032e-01,1.986554e+00,3.977758e-01,7.901243e-01,1.986224e+00,3.978021e-01,7.901243e-01,1.986224e+00,3.978021e-01,7.901243e-01,1.986224e+00,3.978021e-01,1.659552e-04,6.898855e-01,1.608332e+01,4.289448e-01
7.000000e-01,2.809401e-09,3.098099e-04,4.626013e-01,7.429462e-01,6.226579e-01,4.626013e-01,7.429462e-01,6.226579e-01,4.626013e-01,7.429462e-01,6.226579e-01,8.015275e-01,2.062340e+00,3.886495e-01,8.015275e-01,2.062340e+00,3.886495e-01,8.015275e-01,2.062340e+00,3.886495e-01,8.015275e-01,2.062340e+00,3.886495e-01,8.014504e-01,2.062008e+00,3.886747e-01,8.014504e-01,2.062008e+00,3.886747e-01,8.014504e-01,2.062008e+00,3.886747e-01,2.478485e-04,6.998265e-01,1.666422e+01,4.199574e-01
7.100000e-01,5.090200e-09,4.565259e-04,4.693210e-01,7.600530e-01,6.174845e-01,4.693210e-01,7.600530e-01,6.174845e-01,4.693210e-01,7.600530e-01,6.174845e-01,8.128099e-01,2.142351e+00,3.794010e-01,8.128099e-01,2.142351e+00,3.794010e-01,8.128099e-01,2.142351e+00,3.794010e-01,8.128099e-01,2.142351e+00,3.794010e-01,8.127348e-01,2.142017e+00,3.794250e-01,8.127348e-01,2.142017e+00,3.794250e-01,8.127348e-01,2.142017e+00,3.794250e-01,3.652217e-04,7.097407e-01,1.727561e+01,4.108339e-01
7.200000e-01,9.070549e-09,6.637219e-04,4.760491e-01,7.774736e-01,6.123027e-01,4.760491e-01,7.774736e-01,6.123027e-01,4.760491e-01,7.774736e-01,6.123027e-01,8.240355e-01,2.226908e+00,3.700357e-01,8.240355e-01,2.226908e+00,3.700357e-01,8.240355e-01,2.226908e+00,3.700357e-01,8.240355e-01,2.226908e+00,3.700357e-01,8.239625e-01,2.226573e+00,3.700585e-01,8.239625e-01,2.226573e+00,3.700585e-01,8.239625e-01,2.226573e+00,3.700585e-01,5.309794e-04,7.196177e-01,1.791977e+01,4.015774e-01
7.300000e-01,1.589628e-08,9.519658e-04,4.827861e-01,7.952188e-01,6.071111e-01,4.827861e-01,7.952188e-01,6.071111e-01,4.827861e-01,7.952188e-01,6.071111e-01,8.351849e-01,2.316319e+00,3.605656e-01,8.351849e-01,2.316319e+00,3.605656e-01,8.351849e-01,2.316319e+00,3.605656e-01,8.351849e-01,2.316319e+00,3.605656e-01,8.351142e-01,2.315984e+00,3.605872e-01,8.351142e-01,2.315984e+00,3.605872e-01,8.351142e-01,2.315984e+00,3.605872e-01,7.615759e-04,7.294440e-01,1.859888e+01,3.921978e-01
7.400000e-01,2.739650e-08,1.346865e-03,4.895321e-01,8.133001e-01,6.019084e-01,4.895321e-01,8.133001e-01,6.019084e-01,4.895321e-01,8.133001e-01,6.019084e-01,8.462335e-01,2.410850e+00,3.510105e-01,8.462335e-01,2.410850e+00,3.510105e-01,8.462335e-01,2.410850e+00,3.510105e-01,8.462335e-01,2.410850e+00,3.510105e-01,8.461654e-01,2.410515e+00,3.510309e-01,8.461654e-01,2.410515e+00,3.510309e-01,8.461654e-01,2.410515e+00,3.510309e-01,1.077498e-03,7.392027e-01,1.931485e+01,3.827122e-01
7.500000e-01,4.643006e-08,1.879490e-03,4.962873e-01,8.317291e-01,5.966934e-01,4.962873e-01,8.317291e-01,5.966934e-01,4.962873e-01,8.317291e-01,5.966934e-01,8.571511e-01,2.510704e+00,3.413988e-01,8.571511e-01,2.510704e+00,3.413988e-01,8.571511e-01,2.510704e+00,3.413988e-01,8.571511e-01,2.510704e+00,3.413988e-01,8.570856e-01,2.510371e+00,3.414180e-01,8.570856e-01,2.510371e+00,3.414180e-01,8.570856e-01,2.510371e+00,3.414180e-01,1.503601e-03,7.488723e-01,2.006911e+01,3.731467e-01
7.600000e-01,7.736949e-08,2.586483e-03,5.030515e-01,8.505173e-01,5.914653e-01,5.030515e-01,8.505173e-01,5.914653e-01,5.030515e-01,8.505173e-01,5.914653e-01,8.679011e-01,2.615988e+00,3.317679e-01,8.679011e-01,2.615988e+00,3.317679e-01,8.679011e-01,2.615988e+00,3.317679e-01,8.679011e-01,2.615988e+00,3.317679e-01,8.678384e-01,2.615658e+00,3.317859e-01,8.678384e-01,2.615658e+00,3.317859e-01,8.678384e-01,2.615658e+00,3.317859e-01,2.069202e-03,7.584274e-01,2.086248e+01,3.635366e-01
7.700000e-01,1.267561e-07,3.509739e-03,5.098245e-01,8.696763e-01,5.862233e-01,5.098245e-01,8.696763e-01,5.862233e-01,5.098245e-01,8.696763e-01,5.862233e-01,8.784407e-01,2.726686e+00,3.221642e-01,8.784407e-01,2.726686e+00,3.221642e-01,8.784407e-01,2.726686e+00,3.221642e-01,8.784407e-01,2.726686e+00,3.221642e-01,8.783811e-01,2.726360e+00,3.221809e-01,8.783811e-01,2.726360e+00,3.221809e-01,8.783811e-01,2.726360e+00,3.221809e-01,2.807816e-03,7.678380e-01,2.169485e+01,3.539263e-01
7.800000e-01,2.041567e-07,4.695509e-03,5.166058e-01,8.892169e-01,5.809672e-01,5.166058e-01,8.892169e-01,5.809672e-01,5.166058e-01,8.892169e-01,5.809672e-01,8.887217e-01,2.842622e+00,3.126415e-01,8.887217e-01,2.842622e+00,3.126415e-01,8.887217e-01,2.842622e+00,3.126415e-01,8.887217e-01,2.842622e+00,3.126415e-01,8.886652e-01,2.842300e+00,3.126571e-01,8.886652e-01,2.842300e+00,3.126571e-01,8.886652e-01,2.842300e+00,3.126571e-01,3.756448e-03,7.770700e-01,2.256504e+01,3.443690e-01
7.900000e-01,3.232466e-07,6.192884e-03,5.233946e-01,9.091494e-01,5.756970e-01,5.233946e-01,9.091494e-01,5.756970e-01,5.233946e-01,9.091494e-01,5.756970e-01,8.986909e-01,2.963437e+00,3.032596e-01,8.986909e-01,2.963437e+00,3.032596e-01,8.986909e-01,2.963437e+00,3.032596e-01,8.986909e-01,2.963437e+00,3.032596e-01,8.986377e-01,2.963121e+00,3.032741e-01,8.986377e-01,2.963121e+00,3.032741e-01,8.986377e-01,2.963121e+00,3.032741e-01,4.954372e-03,7.860860e-01,2.347056e+01,3.349243e-01
8.000000e-01,5.031266e-07,8.051637e-03,5.301897e-01,9.294833e-01,5.704134e-01,5.301897e-01,9.294833e-01,5.704134e-01,5.301897e-01,9.294833e-01,5.704134e-01,9.082928e-01,3.088575e+00,2.940815e-01,9.082928e-01,3.088575e+00,2.940815e-01,9.082928e-01,3.088575e+00,2.940815e-01,9.082928e-01,3.088575e+00,2.940815e-01,9.082428e-01,3.088265e+00,2.940948e-01,9.082428e-01,3.088265e+00,2.940948e-01,9.082428e-01,3.088265e+00,2.940948e-01,6.441410e-03,7.948469e-01,2.440755e+01,3.256562e-01
8.100000e-01,7.698689e-07,1.031954e-02,5.369897e-01,9.502269e-01,5.651174e-01,5.369897e-01,9.502269e-01,5.651174e-01,5.369897e-01,9.502269e-01,5.651174e-01,9.174713e-01,3.217278e+00,2.851701e-01,9.174713e-01,3.217278e+00,2.851701e-01,9.174713e-01,3.217278e+00,2.851701e-01,9.174713e-01,3.217278e+00,2.851701e-01,9.174246e-01,3.216975e+00,2.851824e-01,9.174246e-01,3.216975e+00,2.851824e-01,9.174246e-01,3.216975e+00,2.851824e-01,8.255790e-03,8.033128e-01,2.537072e+01,3.166299e-01
8.200000e-01,1.158261e-06,1.303941e-02,5.437930e-01,9.713874e-01,5.598106e-01,5.437930e-01,9.713874e-01,5.598106e-01,5.437930e-01,9.713874e-01,5.598106e-01,9.261729e-01,3.348600e+00,2.765851e-01,9.261729e-01,3.348600e+00,2.765851e-01,9.261729e-01,3.348600e+00,2.765851e-01,9.261729e-01,3.348600e+00,2.765851e-01,9.261296e-01,3.348306e+00,2.765965e-01,9.261296e-01,3.348306e+00,2.765965e-01,9.261296e-01,3.348306e+00,2.765965e-01,1.043176e-02,8.114460e-01,2.635348e+01,3.079085e-01
8.300000e-01,1.713709e-06,1.624610e-02,5.505977e-01,9.929711e-01,5.544952e-01,5.505977e-01,9.929711e-01,5.544952e-01,5.505977e-01,9.929711e-01,5.544952e-01,9.343500e-01,3.481443e+00,2.683801e-01,9.343500e-01,3.481443e+00,2.683801e-01,9.343500e-01,3.481443e+00,2.683801e-01,9.343500e-01,3.481443e+00,2.683801e-01,9.343101e-01,3.481157e+00,2.683906e-01,9.343101e-01,3.481157e+00,2.683906e-01,9.343101e-01,3.481157e+00,2.683906e-01,1.299722e-02,8.192123e-01,2.734816e+01,2.995494e-01
8.400000e-01,2.494235e-06,1.996393e-02,5.574017e-01,1.014983e+00,5.491733e-01,5.574017e-01,1.014983e+00,5.491733e-01,5.574017e-01,1.014983e+00,5.491733e-01,9.419633e-01,3.614602e+00,2.605995e-01,9.419633e-01,3.614602e+00,2.605995e-01,9.419633e-01,3.614602e+00,2.605995e-01,9.419633e-01,3.614602e+00,2.605995e-01,9.419266e-01,3.614325e+00,2.606093e-01,9.419266e-01,3.614325e+00,2.606093e-01,9.419266e-01,3.614325e+00,2.606093e-01,1.597164e-02,8.265838e-01,2.834633e+01,2.916017e-01
8.500000e-01,3.572537e-06,2.420478e-02,5.642030e-01,1.037428e+00,5.438477e-01,5.642030e-01,1.037428e+00,5.438477e-01,5.642030e-01,1.037428e+00,5.438477e-01,9.489847e-01,3.746826e+00,2.532770e-01,9.489847e-01,3.746826e+00,2.532770e-01,9.489847e-01,3.746826e+00,2.532770e-01,9.489847e-01,3.746826e+00,2.532770e-01,9.489512e-01,3.746558e+00,2.532861e-01,9.489512e-01,3.746558e+00,2.532861e-01,9.489512e-01,3.746558e+00,2.532861e-01,1.936454e-02,8.335401e-01,2.933926e+01,2.841040e-01
8.600000e-01,5.038058e-06,2.896718e-02,5.709996e-01,1.060311e+00,5.385209e-01,5.709996e-01,1.060311e+00,5.385209e-01,5.709996e-01,1.060311e+00,5.385209e-01,9.553986e-01,3.876882e+00,2.464348e-01,9.553986e-01,3.876882e+00,2.464348e-01,9.553986e-01,3.876882e+00,2.464348e-01,9.553986e-01,3.876882e+00,2.464348e-01,9.553681e-01,3.876624e+00,2.464433e-01,9.553681e-01,3.876624e+00,2.464433e-01,9.553681e-01,3.876624e+00,2.464433e-01,2.317475e-02,8.400697e-01,3.031833e+01,2.770831e-01
8.700000e-01,6.999055e-06,3.423644e-02,5.777895e-01,1.083636e+00,5.331955e-01,5.777895e-01,1.083636e+00,5.331955e-01,5.777895e-01,1.083636e+00,5.331955e-01,9.612024e-01,4.003619e+00,2.400833e-01,9.612024e-01,4.003619e+00,2.400833e-01,9.612024e-01,4.003619e+00,2.400833e-01,9.612024e-01,4.003619e+00,2.400833e-01,9.611747e-01,4.003371e+00,2.400914e-01,9.611747e-01,4.003371e+00,2.400914e-01,9.611747e-01,4.003371e+00,2.400914e-01,2.739055e-02,8.461702e-01,3.127550e+01,2.705537e-01
8.800000e-01,9.584687e-06,3.998579e-02,5.845712e-01,1.107407e+00,5.278738e-01,5.845712e-01,1.107407e+00,5.278738e-01,5.845712e-01,1.107407e+00,5.278738e-01,9.664064e-01,4.126020e+00,2.342224e-01,9.664064e-01,4.126020e+00,2.342224e-01,9.664064e-01,4.126020e+00,2.342224e-01,9.664064e-01,4.126020e+00,2.342224e-01,9.663814e-01,4.125780e+00,2.342300e-01,9.663814e-01,4.125780e+00,2.342300e-01,9.663814e-01,4.125780e+00,2.342300e-01,3.199055e-02,8.518483e-01,3.220364e+01,2.645193e-01
8.900000e-01,1.294715e-05,4.617833e-02,5.913430e-01,1.131632e+00,5.225579e-01,5.913430e-01,1.131632e+00,5.225579e-01,5.913430e-01,1.131632e+00,5.225579e-01,9.710322e-01,4.243238e+00,2.288423e-01,9.710322e-01,4.243238e+00,2.288423e-01,9.710322e-01,4.243238e+00,2.288423e-01,9.710322e-01,4.243238e+00,2.288423e-01,9.710098e-01,4.243006e+00,2.288495e-01,9.710098e-01,4.243006e+00,2.288495e-01,9.710098e-01,4.243006e+00,2.288495e-01,3.694525e-02,8.571187e-01,3.309687e+01,2.589728e-01
9.000000e-01,1.726392e-05,5.276954e-02,5.981038e-01,1.156316e+00,5.172496e-01,5.981038e-01,1.156316e+00,5.172496e-01,5.981038e-01,1.156316e+00,5.172496e-01,9.751110e-01,4.354623e+00,2.239255e-01,9.751110e-01,4.354623e+00,2.239255e-01,9.751110e-01,4.354623e+00,2.239255e-01,9.751110e-01,4.354623e+00,2.239255e-01,9.750909e-01,4.354398e+00,2.239324e-01,9.750909e-01,4.354398e+00,2.239324e-01,9.750909e-01,4.354398e+00,2.239324e-01,4.221908e-02,8.620028e-01,3.395064e+01,2.538989e-01
9.100000e-01,2.274011e-05,5.970996e-02,6.048526e-01,1.181467e+00,5.119503e-01,6.048526e-01,1.181467e+00,5.119503e-01,6.048526e-01,1.181467e+00,5.119503e-01,9.786809e-01,4.459724e+00,2.194488e-01,9.786809e-01,4.459724e+00,2.194488e-01,9.786809e-01,4.459724e+00,2.194488e-01,9.786809e-01,4.459724e+00,2.194488e-01,9.786629e-01,4.459506e+00,2.194554e-01,9.786629e-01,4.459506e+00,2.194554e-01,9.786629e-01,4.459506e+00,2.194554e-01,4.777251e-02,8.665270e-01,3.476182e+01,2.492755e-01
9.200000e-01,2.961110e-05,6.694778e-02,6.115886e-01,1.207097e+00,5.066609e-01,6.115886e-01,1.207097e+00,5.066609e-01,6.115886e-01,1.207097e+00,5.066609e-01,9.817846e-01,4.558282e+00,2.153848e-01,9.817846e-01,4.558282e+00,2.153848e-01,9.817846e-01,4.558282e+00,2.153848e-01,9.817846e-01,4.558282e+00,2.153848e-01,9.817685e-01,4.558069e+00,2.153913e-01,9.817685e-01,4.558069e+00,2.153913e-01,9.817685e-01,4.558069e+00,2.153913e-01,5.356415e-02,8.707210e-01,3.552862e+01,2.450759e-01
